Student_ID,Age,Gender,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Computer_Score,Total_Score,Percentage,Grade
STU13752,19,Male,4.4,72.4,65,83,82,71,301,75.25,B
STU13753,21,Female,6.4,88.7,92,95,75,95,357,89.25,A
STU13754,18,Male,4.9,89.2,77,83,74,86,320,80.0,A
STU13755,18,Female,4.7,69.4,84,92,100,99,375,93.75,A+
STU13756,20,Male,5.1,67.3,87,61,76,80,304,76.0,B
STU13757,17,Male,4.3,82.0,77,76,83,84,320,80.0,A
STU13758,18,Female,4.5,99.9,73,63,56,75,267,66.75,C
STU13759,21,Female,3.4,99.0,76,69,66,68,279,69.75,C
STU13760,20,Female,3.1,87.6,55,65,55,74,249,62.25,C
STU13761,19,Female,2.7,74.7,53,65,48,61,227,56.75,D
STU13762,21,Female,2.0,90.9,70,75,64,89,298,74.5,B
STU13763,20,Female,2.9,77.5,71,86,72,81,310,77.5,B
STU13764,21,Male,4.2,74.3,88,75,72,80,315,78.75,B
STU13765,18,Female,4.7,60.6,68,73,65,73,279,69.75,C
STU13766,19,Male,4.0,83.0,76,73,80,73,302,75.5,B
STU13767,20,Female,0.5,75.7,71,70,62,74,277,69.25,C
STU13768,16,Female,7.3,83.0,100,100,100,100,400,100.0,A+
STU13769,19,Female,6.5,59.0,80,87,78,94,339,84.75,A
STU13770,16,Female,5.3,83.7,97,80,94,98,369,92.25,A+
STU13771,21,Female,7.9,57.7,81,87,93,97,358,89.5,A
STU13772,17,Female,2.7,92.9,90,79,73,86,328,82.0,A
STU13773,19,Male,7.9,87.2,74,99,83,100,356,89.0,A
STU13774,21,Female,2.8,79.2,71,64,63,74,272,68.0,C
STU13775,16,Male,4.9,87.6,73,77,88,92,330,82.5,A
STU13776,18,Female,2.2,72.2,72,78,75,81,306,76.5,B
STU13777,18,Male,4.5,82.7,71,75,67,70,283,70.75,B
STU13778,17,Male,5.2,89.9,62,66,69,88,285,71.25,B
STU13779,19,Male,4.2,51.1,62,62,68,72,264,66.0,C
STU13780,19,Male,5.8,77.5,79,97,100,100,376,94.0,A+
STU13781,19,Female,4.7,81.8,58,60,68,72,258,64.5,C
STU13782,21,Male,3.6,80.0,67,62,65,55,249,62.25,C
STU13783,17,Female,3.5,96.6,78,75,83,82,318,79.5,B
STU13784,19,Male,6.0,70.8,74,88,74,87,323,80.75,A
STU13785,21,Female,3.3,75.8,84,78,63,76,301,75.25,B
STU13786,18,Female,6.1,62.8,60,62,68,71,261,65.25,C
STU13787,16,Female,6.7,97.1,85,82,98,94,359,89.75,A
STU13788,21,Female,1.5,79.5,70,87,85,82,324,81.0,A
STU13789,18,Male,6.5,77.6,79,83,61,90,313,78.25,B
STU13790,18,Female,8.2,81.5,100,100,100,100,400,100.0,A+
STU13791,16,Male,5.0,88.4,71,73,57,76,277,69.25,C
STU13792,18,Female,5.6,85.5,76,100,95,95,366,91.5,A+
STU13793,17,Female,6.4,100.0,93,80,92,96,361,90.25,A+
STU13794,16,Male,4.0,86.5,65,73,55,74,267,66.75,C
STU13795,18,Female,4.8,77.3,74,71,83,82,310,77.5,B
STU13796,20,Female,2.1,76.4,64,69,86,72,291,72.75,B
STU13797,21,Male,4.7,78.1,70,83,78,86,317,79.25,B
STU13798,18,Male,5.4,67.0,96,85,89,95,365,91.25,A+
STU13799,17,Male,5.4,82.4,80,90,100,97,367,91.75,A+
STU13800,19,Female,6.4,89.8,70,75,71,75,291,72.75,B
STU13801,18,Female,3.1,75.9,70,46,52,59,227,56.75,D
STU13802,19,Male,3.5,73.9,64,66,55,75,260,65.0,C
STU13803,20,Male,7.9,97.2,86,82,90,87,345,86.25,A
STU13804,18,Female,4.2,67.7,89,94,83,95,361,90.25,A+
STU13805,16,Female,4.9,61.3,80,76,75,74,305,76.25,B
STU13806,19,Male,4.4,70.5,70,79,68,71,288,72.0,B
STU13807,20,Male,3.0,66.6,68,54,64,69,255,63.75,C
STU13808,16,Female,7.4,85.9,100,100,99,100,399,99.75,A+
STU13809,16,Male,3.6,78.4,91,95,83,93,362,90.5,A+
STU13810,16,Male,2.5,79.8,85,80,66,74,305,76.25,B
STU13811,16,Female,3.7,93.5,54,46,41,56,197,49.25,F
STU13812,18,Female,0.9,75.1,61,58,62,69,250,62.5,C
STU13813,21,Male,3.3,89.8,73,87,68,84,312,78.0,B
STU13814,18,Male,2.8,97.1,75,78,84,80,317,79.25,B
STU13815,18,Male,5.6,77.4,99,89,84,91,363,90.75,A+
STU13816,20,Male,3.3,89.4,84,75,78,87,324,81.0,A
STU13817,20,Female,6.1,79.6,69,85,72,85,311,77.75,B
STU13818,21,Male,7.0,91.2,83,100,83,86,352,88.0,A
STU13819,20,Female,5.9,66.3,67,78,88,80,313,78.25,B
STU13820,17,Female,4.1,65.5,72,83,70,81,306,76.5,B
STU13821,21,Male,4.8,78.1,72,72,60,79,283,70.75,B
STU13822,20,Male,1.8,73.1,63,77,70,77,287,71.75,B
STU13823,21,Female,4.3,76.8,70,84,75,85,314,78.5,B
STU13824,18,Female,3.0,79.8,86,76,88,75,325,81.25,A
STU13825,18,Female,5.7,89.2,83,80,91,96,350,87.5,A
STU13826,21,Male,9.1,77.9,70,75,74,83,302,75.5,B
STU13827,17,Female,5.4,73.8,69,100,90,87,346,86.5,A
STU13828,17,Female,0.9,78.5,74,83,72,83,312,78.0,B
STU13829,21,Female,3.8,74.3,66,74,80,83,303,75.75,B
STU13830,20,Male,4.7,72.7,56,65,61,81,263,65.75,C
STU13831,19,Female,4.7,65.9,72,71,68,68,279,69.75,C
STU13832,17,Female,3.2,82.7,63,71,66,64,264,66.0,C
STU13833,16,Male,4.9,76.3,91,100,86,98,375,93.75,A+
STU13834,18,Female,2.3,91.7,66,66,59,78,269,67.25,C
STU13835,21,Male,2.8,67.5,52,63,68,69,252,63.0,C
STU13836,16,Male,5.7,76.6,82,81,77,87,327,81.75,A
STU13837,21,Male,2.7,100.0,71,66,82,85,304,76.0,B
STU13838,18,Female,5.5,72.6,86,85,89,100,360,90.0,A+
STU13839,18,Male,2.0,79.6,53,61,70,67,251,62.75,C
STU13840,17,Male,7.7,69.8,88,99,91,98,376,94.0,A+
STU13841,17,Female,3.1,68.5,65,73,82,78,298,74.5,B
STU13842,16,Male,4.1,97.5,87,96,93,94,370,92.5,A+
STU13843,21,Female,5.1,83.7,89,100,98,97,384,96.0,A+
STU13844,18,Female,3.5,83.3,74,69,68,75,286,71.5,B
STU13845,16,Female,4.8,65.0,70,76,79,77,302,75.5,B
STU13846,19,Female,5.5,85.6,84,89,91,86,350,87.5,A
STU13847,16,Female,6.2,93.6,93,85,86,95,359,89.75,A
STU13848,20,Male,5.9,93.5,77,75,58,79,289,72.25,B
STU13849,16,Female,4.2,88.7,97,89,83,98,367,91.75,A+
STU13850,20,Male,4.2,70.7,68,90,67,84,309,77.25,B
STU13851,20,Female,8.7,85.1,83,88,92,94,357,89.25,A
STU13852,20,Male,6.2,88.7,74,73,68,73,288,72.0,B
STU13853,19,Female,2.8,64.1,51,45,45,39,180,45.0,F
STU13854,16,Female,4.7,70.8,76,78,78,92,324,81.0,A
STU13855,16,Female,3.9,90.9,76,64,86,78,304,76.0,B
STU13856,19,Male,4.3,90.8,68,84,77,80,309,77.25,B
STU13857,18,Male,2.3,66.5,71,74,71,79,295,73.75,B
STU13858,17,Female,3.8,90.0,72,71,69,70,282,70.5,B
STU13859,16,Female,7.8,83.0,86,90,97,100,373,93.25,A+
STU13860,17,Male,5.5,89.8,81,86,78,86,331,82.75,A
STU13861,21,Female,0.5,75.7,73,55,62,65,255,63.75,C
STU13862,21,Female,6.7,88.5,77,75,68,70,290,72.5,B
STU13863,19,Male,6.5,90.4,97,73,89,94,353,88.25,A
STU13864,21,Female,3.9,78.5,68,81,74,89,312,78.0,B
STU13865,21,Female,5.8,82.2,82,80,87,79,328,82.0,A
STU13866,18,Male,3.0,75.5,61,87,96,84,328,82.0,A
STU13867,18,Male,3.7,98.5,97,97,99,97,390,97.5,A+
STU13868,18,Female,7.2,80.8,98,92,100,100,390,97.5,A+
STU13869,21,Female,4.0,72.8,90,74,92,95,351,87.75,A
STU13870,19,Male,1.1,74.8,61,75,57,64,257,64.25,C
STU13871,20,Female,4.4,83.3,80,80,75,71,306,76.5,B
STU13872,20,Female,4.4,89.5,76,81,86,93,336,84.0,A
STU13873,17,Female,6.7,68.6,97,90,100,100,387,96.75,A+
STU13874,20,Male,4.5,100.0,75,70,81,87,313,78.25,B
STU13875,20,Female,3.7,85.1,58,63,69,75,265,66.25,C
STU13876,18,Male,6.4,86.7,88,85,79,83,335,83.75,A
STU13877,18,Male,4.7,81.0,76,79,79,84,318,79.5,B
STU13878,21,Male,3.1,82.2,71,54,55,71,251,62.75,C
STU13879,17,Female,6.6,80.5,100,100,99,100,399,99.75,A+
STU13880,16,Female,4.8,92.2,76,78,73,98,325,81.25,A
STU13881,17,Male,4.5,81.9,93,82,83,92,350,87.5,A
STU13882,17,Female,4.8,89.7,81,86,75,87,329,82.25,A
STU13883,19,Male,2.6,77.7,51,65,55,63,234,58.5,D
STU13884,21,Male,3.6,84.0,66,72,57,69,264,66.0,C
STU13885,19,Female,4.5,74.0,60,68,72,81,281,70.25,B
STU13886,17,Female,4.1,94.2,93,89,81,89,352,88.0,A
STU13887,17,Male,6.8,73.7,94,85,87,98,364,91.0,A+
STU13888,17,Female,4.9,78.8,82,82,73,90,327,81.75,A
STU13889,20,Male,6.0,78.9,79,69,70,76,294,73.5,B
STU13890,19,Male,4.5,78.5,65,77,87,74,303,75.75,B
STU13891,17,Female,6.4,89.2,73,71,90,96,330,82.5,A
STU13892,18,Female,5.2,78.8,80,82,87,96,345,86.25,A
STU13893,21,Male,4.5,95.9,100,96,84,99,379,94.75,A+
STU13894,21,Female,4.5,73.8,58,59,72,65,254,63.5,C
STU13895,18,Female,2.8,83.7,66,70,75,92,303,75.75,B
STU13896,21,Male,5.4,74.2,87,89,97,100,373,93.25,A+
STU13897,20,Female,4.4,86.2,91,100,80,97,368,92.0,A+
STU13898,20,Female,3.6,81.8,68,76,81,87,312,78.0,B
STU13899,16,Female,6.5,80.4,81,81,91,95,348,87.0,A
STU13900,16,Female,2.2,93.9,74,70,71,69,284,71.0,B
STU13901,16,Female,3.7,75.5,64,68,81,75,288,72.0,B
STU13902,21,Male,6.3,87.9,90,85,93,90,358,89.5,A
STU13903,20,Female,5.1,74.3,72,65,73,72,282,70.5,B
STU13904,20,Female,4.4,83.1,59,62,66,70,257,64.25,C
STU13905,20,Male,5.0,70.0,76,73,69,85,303,75.75,B
STU13906,18,Female,4.8,75.4,78,75,71,86,310,77.5,B
STU13907,20,Female,1.8,81.2,67,64,62,54,247,61.75,C
STU13908,18,Female,3.9,100.0,64,63,71,74,272,68.0,C
STU13909,16,Male,7.4,83.0,70,100,98,100,368,92.0,A+
STU13910,16,Male,3.3,98.5,73,75,65,79,292,73.0,B
STU13911,21,Female,3.9,84.2,80,66,76,85,307,76.75,B
STU13912,16,Male,3.5,78.1,87,69,88,93,337,84.25,A
STU13913,21,Female,4.3,97.4,87,82,89,90,348,87.0,A
STU13914,17,Male,3.5,86.4,59,69,65,72,265,66.25,C
STU13915,17,Male,5.4,75.6,72,73,59,74,278,69.5,C
STU13916,19,Male,4.9,86.7,87,81,65,93,326,81.5,A
STU13917,21,Male,5.9,79.1,71,68,65,81,285,71.25,B
STU13918,19,Female,2.6,62.1,65,42,45,52,204,51.0,D
STU13919,19,Male,3.9,91.4,70,79,74,83,306,76.5,B
STU13920,17,Male,4.1,92.9,82,75,82,94,333,83.25,A
STU13921,21,Male,5.3,100.0,81,87,100,99,367,91.75,A+
STU13922,17,Female,3.1,86.2,80,85,82,92,339,84.75,A
STU13923,19,Male,6.1,79.5,71,78,88,93,330,82.5,A
STU13924,21,Female,6.6,90.3,73,88,93,95,349,87.25,A
STU13925,19,Female,2.7,90.5,71,82,70,72,295,73.75,B
STU13926,20,Female,3.6,98.4,92,83,88,98,361,90.25,A+
STU13927,21,Female,3.5,81.6,64,64,75,72,275,68.75,C
STU13928,21,Female,9.2,80.3,84,96,86,100,366,91.5,A+
STU13929,19,Female,3.7,74.8,61,57,61,70,249,62.25,C
STU13930,20,Male,7.5,87.4,82,85,100,99,366,91.5,A+
STU13931,18,Male,2.2,66.5,75,80,67,82,304,76.0,B
STU13932,17,Male,2.7,89.8,59,62,70,55,246,61.5,C
STU13933,19,Female,3.3,87.9,75,79,64,88,306,76.5,B
STU13934,21,Female,3.0,87.9,92,84,74,87,337,84.25,A
STU13935,17,Female,4.0,83.4,64,61,66,79,270,67.5,C
STU13936,17,Male,3.2,97.3,61,76,71,78,286,71.5,B
STU13937,17,Female,3.0,90.7,75,60,59,83,277,69.25,C
STU13938,18,Male,6.6,75.9,87,83,83,96,349,87.25,A
STU13939,16,Male,6.7,76.1,84,75,100,100,359,89.75,A
STU13940,19,Male,6.2,73.2,73,83,84,97,337,84.25,A
STU13941,16,Male,5.4,87.5,93,92,99,95,379,94.75,A+
STU13942,16,Female,4.7,72.0,70,83,69,77,299,74.75,B
STU13943,16,Male,3.6,92.8,79,74,72,85,310,77.5,B
STU13944,17,Male,2.8,95.2,70,62,67,58,257,64.25,C
STU13945,20,Female,5.2,73.2,79,81,94,90,344,86.0,A
STU13946,17,Female,2.4,80.1,71,71,78,74,294,73.5,B
STU13947,17,Female,2.7,82.2,83,71,80,79,313,78.25,B
STU13948,21,Male,6.6,90.8,83,94,96,100,373,93.25,A+
STU13949,21,Female,7.9,98.1,72,90,68,92,322,80.5,A
STU13950,16,Female,5.2,65.1,66,61,54,71,252,63.0,C
STU13951,17,Male,6.5,78.8,76,74,79,81,310,77.5,B
STU13952,16,Female,4.1,79.3,68,67,77,76,288,72.0,B
STU13953,21,Male,2.1,68.0,57,83,72,71,283,70.75,B
STU13954,20,Male,5.6,77.1,86,93,83,96,358,89.5,A
STU13955,19,Female,5.5,86.3,95,100,82,98,375,93.75,A+
STU13956,16,Female,4.6,79.2,82,81,84,77,324,81.0,A
STU13957,20,Male,4.1,66.6,65,76,64,77,282,70.5,B
STU13958,19,Female,6.2,100.0,100,88,73,93,354,88.5,A
STU13959,18,Female,2.7,84.7,84,74,69,72,299,74.75,B
STU13960,16,Female,3.1,83.1,82,64,71,85,302,75.5,B
STU13961,16,Male,2.7,71.0,77,76,85,88,326,81.5,A
STU13962,18,Female,4.7,84.6,99,85,94,92,370,92.5,A+
STU13963,18,Male,2.5,80.4,48,54,46,56,204,51.0,D
STU13964,16,Female,3.3,63.1,59,66,78,64,267,66.75,C
STU13965,18,Male,3.2,71.3,76,86,82,89,333,83.25,A
STU13966,17,Male,4.0,89.9,66,81,84,82,313,78.25,B
STU13967,19,Female,1.8,100.0,81,60,92,82,315,78.75,B
STU13968,19,Male,4.7,85.7,78,74,76,79,307,76.75,B
STU13969,19,Male,6.7,93.0,92,79,97,100,368,92.0,A+
STU13970,17,Male,4.7,80.4,68,71,67,77,283,70.75,B
STU13971,18,Female,7.3,81.1,81,78,89,83,331,82.75,A
STU13972,20,Male,6.9,92.9,100,100,99,100,399,99.75,A+
STU13973,18,Female,5.9,98.6,99,97,100,100,396,99.0,A+
STU13974,16,Male,4.6,95.0,88,79,95,88,350,87.5,A
STU13975,21,Male,4.5,71.3,65,72,70,77,284,71.0,B
STU13976,19,Male,5.9,81.3,72,82,84,75,313,78.25,B
STU13977,18,Female,3.8,84.8,72,82,86,80,320,80.0,A
STU13978,20,Male,1.1,79.4,90,80,54,88,312,78.0,B
STU13979,16,Male,5.4,85.9,75,91,75,86,327,81.75,A
STU13980,17,Female,2.5,90.2,53,64,67,60,244,61.0,C
STU13981,17,Female,2.8,92.0,81,84,89,76,330,82.5,A
STU13982,20,Male,4.5,98.9,83,100,76,87,346,86.5,A
STU13983,16,Male,4.3,78.7,87,79,86,91,343,85.75,A
STU13984,19,Female,2.0,68.4,77,61,65,78,281,70.25,B
STU13985,18,Male,4.8,85.6,83,74,80,81,318,79.5,B
STU13986,16,Male,6.2,100.0,84,100,100,96,380,95.0,A+
STU13987,17,Female,2.5,77.2,84,72,85,85,326,81.5,A
STU13988,20,Female,6.8,88.9,85,100,84,100,369,92.25,A+
STU13989,20,Female,1.7,89.0,58,50,60,68,236,59.0,D
STU13990,18,Male,8.3,83.9,73,81,94,94,342,85.5,A
STU13991,20,Male,3.8,82.1,56,70,59,75,260,65.0,C
STU13992,20,Female,4.8,72.8,72,67,69,76,284,71.0,B
STU13993,16,Male,1.1,59.2,56,59,70,60,245,61.25,C
STU13994,19,Female,4.4,70.9,71,71,77,64,283,70.75,B
STU13995,18,Female,4.9,78.1,88,100,97,99,384,96.0,A+
STU13996,16,Male,4.3,93.0,71,55,66,78,270,67.5,C
STU13997,19,Female,3.5,81.0,100,93,97,100,390,97.5,A+
STU13998,16,Female,2.8,76.8,72,82,87,91,332,83.0,A
STU13999,21,Female,6.5,73.1,79,86,89,98,352,88.0,A
STU14000,16,Male,4.6,88.6,67,65,67,72,271,67.75,C
STU14001,20,Male,7.3,95.6,94,84,94,100,372,93.0,A+
STU14002,19,Female,3.6,92.6,81,85,68,73,307,76.75,B
STU14003,18,Male,3.7,88.1,71,74,87,71,303,75.75,B
STU14004,18,Female,6.0,67.2,82,82,85,78,327,81.75,A
STU14005,19,Male,1.6,78.5,59,55,63,62,239,59.75,D
STU14006,20,Female,2.3,100.0,69,64,67,79,279,69.75,C
STU14007,17,Male,6.5,93.2,76,70,96,95,337,84.25,A
STU14008,16,Female,2.4,66.6,58,63,51,68,240,60.0,C
STU14009,20,Male,1.2,81.4,81,86,67,85,319,79.75,B
STU14010,21,Male,7.9,85.6,91,90,90,94,365,91.25,A+
STU14011,19,Male,2.0,74.4,61,68,86,71,286,71.5,B
STU14012,16,Female,4.8,58.9,64,75,84,87,310,77.5,B
STU14013,18,Male,4.6,83.0,79,75,76,91,321,80.25,A
STU14014,17,Female,0.5,74.1,75,59,67,61,262,65.5,C
STU14015,21,Female,4.0,74.2,74,79,77,78,308,77.0,B
STU14016,18,Male,5.3,78.5,90,87,87,90,354,88.5,A
STU14017,19,Female,5.1,80.7,92,91,87,84,354,88.5,A
STU14018,16,Male,6.1,81.9,84,83,93,91,351,87.75,A
STU14019,19,Female,3.8,73.2,66,64,60,68,258,64.5,C
STU14020,16,Female,5.8,79.8,78,76,66,88,308,77.0,B
STU14021,20,Male,3.3,64.4,68,81,68,71,288,72.0,B
STU14022,17,Male,2.0,85.1,63,63,63,74,263,65.75,C
STU14023,20,Male,2.2,53.4,58,70,56,62,246,61.5,C
STU14024,20,Female,1.9,79.1,70,77,71,69,287,71.75,B
STU14025,19,Male,6.3,91.2,92,84,80,94,350,87.5,A
STU14026,17,Female,1.8,71.4,60,58,82,63,263,65.75,C
STU14027,16,Male,5.0,89.2,76,82,74,82,314,78.5,B
STU14028,16,Female,4.0,93.6,85,84,80,95,344,86.0,A
STU14029,21,Male,4.3,50.0,64,71,70,61,266,66.5,C
STU14030,18,Female,7.0,80.5,86,100,78,98,362,90.5,A+
STU14031,21,Female,3.7,53.2,68,76,80,75,299,74.75,B
STU14032,21,Female,5.6,80.8,70,68,80,91,309,77.25,B
STU14033,16,Male,4.6,81.9,100,83,81,88,352,88.0,A
STU14034,19,Male,4.2,57.2,68,72,73,69,282,70.5,B
STU14035,20,Male,8.6,100.0,100,100,100,100,400,100.0,A+
STU14036,20,Female,1.9,84.9,77,65,79,72,293,73.25,B
STU14037,20,Male,6.8,73.5,88,88,100,100,376,94.0,A+
STU14038,17,Female,5.7,96.7,89,78,80,81,328,82.0,A
STU14039,16,Male,3.6,64.0,58,62,49,56,225,56.25,D
STU14040,19,Female,7.4,69.7,70,100,84,98,352,88.0,A
STU14041,17,Female,1.2,59.0,53,63,49,59,224,56.0,D
STU14042,18,Female,3.6,100.0,75,79,82,81,317,79.25,B
STU14043,19,Male,2.3,85.3,48,48,54,53,203,50.75,D
STU14044,21,Male,5.2,88.6,95,73,86,85,339,84.75,A
STU14045,19,Male,2.5,85.0,59,65,60,65,249,62.25,C
STU14046,19,Male,5.3,87.7,97,84,87,88,356,89.0,A
STU14047,20,Female,4.2,82.8,85,73,94,100,352,88.0,A
STU14048,19,Female,3.6,84.7,93,92,84,94,363,90.75,A+
STU14049,21,Female,5.2,83.1,96,96,84,100,376,94.0,A+
STU14050,21,Male,4.0,75.9,73,70,72,73,288,72.0,B
STU14051,16,Female,2.5,81.5,64,65,84,74,287,71.75,B
STU14052,19,Female,9.5,84.7,94,94,94,100,382,95.5,A+
STU14053,20,Female,3.6,83.1,80,72,71,80,303,75.75,B
STU14054,19,Male,0.5,67.2,47,52,63,54,216,54.0,D
STU14055,18,Male,3.0,68.6,54,65,52,71,242,60.5,C
STU14056,18,Male,2.2,92.8,79,91,90,82,342,85.5,A
STU14057,20,Female,6.0,78.9,77,81,63,80,301,75.25,B
STU14058,16,Female,5.1,87.8,98,87,100,100,385,96.25,A+
STU14059,16,Male,5.2,71.1,97,84,95,90,366,91.5,A+
STU14060,21,Male,3.8,67.3,76,77,73,81,307,76.75,B
STU14061,21,Female,4.0,73.6,64,59,63,72,258,64.5,C
STU14062,17,Female,3.8,79.8,64,57,70,66,257,64.25,C
STU14063,20,Male,4.4,75.3,78,75,57,76,286,71.5,B
STU14064,19,Female,6.0,94.9,90,99,90,90,369,92.25,A+
STU14065,20,Female,5.1,83.8,89,90,87,83,349,87.25,A
STU14066,17,Female,5.4,100.0,80,77,77,83,317,79.25,B
STU14067,21,Male,5.4,86.0,74,95,94,95,358,89.5,A
STU14068,20,Female,6.1,57.9,96,93,76,93,358,89.5,A
STU14069,20,Female,5.0,92.6,71,81,75,93,320,80.0,A
STU14070,21,Male,5.1,66.9,82,71,83,82,318,79.5,B
STU14071,17,Female,6.6,84.3,81,69,70,96,316,79.0,B
STU14072,21,Female,3.3,74.3,69,72,58,73,272,68.0,C
STU14073,16,Female,3.0,100.0,83,75,90,91,339,84.75,A
STU14074,19,Male,2.4,96.4,83,63,81,79,306,76.5,B
STU14075,21,Female,4.8,74.6,69,73,65,75,282,70.5,B
STU14076,17,Female,1.2,80.7,66,72,64,66,268,67.0,C
STU14077,18,Male,5.3,84.4,85,59,71,92,307,76.75,B
STU14078,16,Female,4.3,90.6,89,75,77,82,323,80.75,A
STU14079,18,Female,6.5,82.3,81,94,92,100,367,91.75,A+
STU14080,21,Female,3.3,71.8,56,41,49,60,206,51.5,D
STU14081,16,Male,4.1,74.8,66,72,81,78,297,74.25,B
STU14082,19,Female,6.5,82.0,81,81,97,96,355,88.75,A
STU14083,21,Male,7.0,94.3,89,80,90,89,348,87.0,A
STU14084,19,Male,3.3,86.3,70,67,75,75,287,71.75,B
STU14085,20,Female,4.8,74.3,80,65,63,83,291,72.75,B
STU14086,18,Male,5.0,88.5,75,70,90,86,321,80.25,A
STU14087,16,Female,5.2,78.1,78,79,80,87,324,81.0,A
STU14088,19,Male,4.0,90.9,80,95,73,89,337,84.25,A
STU14089,17,Male,6.8,100.0,69,81,78,84,312,78.0,B
STU14090,19,Male,1.1,78.4,62,75,75,71,283,70.75,B
STU14091,17,Female,3.7,90.0,81,80,80,84,325,81.25,A
STU14092,21,Female,5.3,74.5,90,90,87,100,367,91.75,A+
STU14093,16,Female,5.3,80.9,79,74,78,76,307,76.75,B
STU14094,19,Male,6.9,82.3,84,89,82,91,346,86.5,A
STU14095,19,Male,6.7,80.1,73,91,90,92,346,86.5,A
STU14096,16,Female,4.0,100.0,87,85,79,88,339,84.75,A
STU14097,19,Male,6.8,78.9,74,75,80,79,308,77.0,B
STU14098,17,Male,3.2,87.9,69,85,70,73,297,74.25,B
STU14099,19,Female,6.2,62.7,82,90,95,85,352,88.0,A
STU14100,18,Male,7.8,86.3,78,83,74,96,331,82.75,A
STU14101,21,Female,6.7,93.4,100,100,91,100,391,97.75,A+
STU14102,20,Female,4.7,76.7,72,66,73,73,284,71.0,B
STU14103,17,Male,3.9,56.9,54,78,74,63,269,67.25,C
STU14104,18,Male,1.7,81.6,73,82,88,91,334,83.5,A
STU14105,21,Male,5.1,82.2,87,94,87,94,362,90.5,A+
STU14106,16,Female,2.5,89.2,67,90,76,87,320,80.0,A
STU14107,17,Female,3.1,100.0,83,92,89,90,354,88.5,A
STU14108,20,Male,2.4,78.2,76,78,88,86,328,82.0,A
STU14109,21,Male,3.7,73.4,57,71,73,69,270,67.5,C
STU14110,20,Female,4.4,70.3,86,84,74,90,334,83.5,A
STU14111,16,Female,5.0,84.0,67,74,70,65,276,69.0,C
STU14112,16,Male,3.4,86.8,86,68,63,84,301,75.25,B
STU14113,17,Male,6.4,76.5,77,78,91,88,334,83.5,A
STU14114,19,Male,4.1,89.8,75,99,87,82,343,85.75,A
STU14115,16,Female,3.1,86.7,83,95,74,94,346,86.5,A
STU14116,21,Female,4.9,82.4,96,94,88,77,355,88.75,A
STU14117,19,Male,8.0,73.0,95,100,90,100,385,96.25,A+
STU14118,18,Female,5.1,77.2,100,87,94,93,374,93.5,A+
STU14119,20,Male,3.8,57.7,70,72,62,65,269,67.25,C
STU14120,19,Male,1.8,84.4,67,60,85,78,290,72.5,B
STU14121,20,Male,4.1,82.3,72,84,96,89,341,85.25,A
STU14122,19,Female,4.9,83.9,95,79,100,94,368,92.0,A+
STU14123,18,Female,3.8,87.0,75,73,68,69,285,71.25,B
STU14124,16,Female,1.5,85.9,64,54,84,66,268,67.0,C
STU14125,18,Male,3.0,80.9,70,79,63,72,284,71.0,B
STU14126,16,Male,7.1,82.5,75,79,75,89,318,79.5,B
STU14127,16,Male,7.1,68.0,80,68,94,97,339,84.75,A
STU14128,20,Female,2.9,76.2,96,81,87,79,343,85.75,A
STU14129,21,Male,5.7,82.5,73,91,68,85,317,79.25,B
STU14130,18,Female,2.4,74.6,84,83,94,77,338,84.5,A
STU14131,19,Male,7.0,90.6,96,93,100,100,389,97.25,A+
STU14132,18,Male,4.9,75.4,85,68,79,100,332,83.0,A
STU14133,20,Male,6.2,84.2,90,78,79,86,333,83.25,A
STU14134,16,Male,1.4,83.2,55,62,62,55,234,58.5,D
STU14135,20,Male,5.7,89.5,68,80,83,94,325,81.25,A
STU14136,17,Male,4.5,91.0,93,89,94,100,376,94.0,A+
STU14137,17,Female,6.0,88.9,78,78,69,82,307,76.75,B
STU14138,19,Female,6.1,60.9,86,86,85,100,357,89.25,A
STU14139,20,Male,4.6,93.9,61,62,75,71,269,67.25,C
STU14140,19,Male,3.4,97.3,77,70,84,83,314,78.5,B
STU14141,19,Male,5.9,77.2,100,88,97,100,385,96.25,A+
STU14142,17,Male,4.4,84.4,87,73,91,91,342,85.5,A
STU14143,19,Male,2.9,73.1,71,71,72,71,285,71.25,B
STU14144,17,Female,2.8,62.5,79,79,79,84,321,80.25,A
STU14145,16,Male,1.8,74.6,65,79,67,82,293,73.25,B
STU14146,20,Male,3.6,76.6,92,95,73,92,352,88.0,A
STU14147,19,Male,6.5,78.5,73,80,87,88,328,82.0,A
STU14148,17,Male,4.8,72.4,71,74,71,75,291,72.75,B
STU14149,18,Female,3.5,74.7,78,72,70,78,298,74.5,B
STU14150,19,Male,5.9,81.9,94,86,89,92,361,90.25,A+
STU14151,21,Male,3.0,74.3,68,58,65,66,257,64.25,C
STU14152,16,Female,4.7,87.4,78,82,90,97,347,86.75,A
STU14153,16,Male,4.2,88.8,75,83,78,90,326,81.5,A
STU14154,18,Female,5.9,100.0,100,100,100,100,400,100.0,A+
STU14155,17,Female,1.7,93.3,74,76,80,85,315,78.75,B
STU14156,19,Male,3.0,84.4,58,67,48,68,241,60.25,C
STU14157,17,Female,1.6,75.8,56,62,66,77,261,65.25,C
STU14158,16,Male,4.0,84.9,70,66,49,62,247,61.75,C
